gene,clinvar_plp_variant_count,exact_af_covered_count,popmax_gt_1e_5_count,popmax_gt_1e_4_count,global_gt_1e_5_count,global_gt_1e_4_count,popmax_gt_1e_5_fraction,popmax_gt_1e_4_fraction,gene_frequency_constraint_proxy,gene_frequency_constraint_label
MYO7A,38,18,7,1,2,0,0.3888888888888889,0.05555555555555555,0.6052631578947368,intermediate
GJB6,2,2,1,0,0,0,0.5,0.0,0.5,intermediate
TECTA,2,2,1,0,0,0,0.5,0.0,0.5,intermediate
MYO15A,34,19,12,1,3,0,0.631578947368421,0.05263157894736842,0.375,permissive_or_founder_prone
SLC26A4,30,14,9,3,2,0,0.6428571428571429,0.21428571428571427,0.36666666666666664,permissive_or_founder_prone
USH2A,116,36,23,4,6,0,0.6388888888888888,0.1111111111111111,0.36486486486486486,permissive_or_founder_prone
CDH23,42,13,9,0,2,0,0.6923076923076923,0.0,0.32142857142857145,permissive_or_founder_prone
OTOF,20,9,7,2,2,0,0.7777777777777778,0.2222222222222222,0.25,permissive_or_founder_prone
TMC1,7,2,2,1,1,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
GJB2,9,5,5,1,1,0,1.0,0.2,0.08333333333333333,permissive_or_founder_prone
