gene,clinvar_plp_variant_count,exact_af_covered_count,popmax_gt_1e_5_count,popmax_gt_1e_4_count,global_gt_1e_5_count,global_gt_1e_4_count,popmax_gt_1e_5_fraction,popmax_gt_1e_4_fraction,gene_frequency_constraint_proxy,gene_frequency_constraint_label
CD36,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
CENPF,3,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
CERKL,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CHD7,14,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CHRND,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
COL1A1,30,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
COL6A3,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
COLEC10,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
CPT1A,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CREB3L3,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
CTCF,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CTRC,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DCAF17,2,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
DCDC2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DDC,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DDHD2,2,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
DDX11,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DGAT1,2,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
DICER1,28,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DOCK6,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DPYD,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
FANCC,3,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
FH,10,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
FOXN1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
FREM1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
GAD1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
HSD17B3,2,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
IFT80,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
INSR,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
INVS,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
KARS1,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
KCNJ1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
KIF7,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
KMT2A,13,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
LARS1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MKKS,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MLC1,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
MMP13,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MNS1,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
MRE11,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MTHFR,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MTTP,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
MYMK,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
MYO18B,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MYO1H,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
MYOD1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
NAGLU,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
NCF4,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
NPR2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
OSTM1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PANK2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PAPSS2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PCCA,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PCCB,2,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
PGM1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PHYH,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PIKFYVE,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PLOD3,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PLPBP,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PLVAP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PNKP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
POLE,11,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
POLH,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PPIB,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PRG4,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
PTEN,24,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RARS2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RDH12,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RMRP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RPGRIP1,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
SAMHD1,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SAR1B,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SCAPER,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SCN4A,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SCN9A,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SDHA,3,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SEC63,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC13A5,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC3A1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC45A2,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC4A1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SPAG1,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
SPATA7,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
SYNE1,2,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
TF,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TG,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TGFBR1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TGM1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TJP2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TMEM67,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TMPRSS15,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TNFRSF9,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TRAPPC9,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
TRIOBP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TSHZ3,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
TWNK,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
VIPAS39,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
WRN,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ACADVL,11,6,5,1,2,0,0.8333333333333334,0.16666666666666666,0.21428571428571427,permissive_or_founder_prone
COL4A4,21,6,5,0,0,0,0.8333333333333334,0.0,0.21428571428571427,permissive_or_founder_prone
BMPR2,8,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
CTC1,2,2,2,1,0,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
CYP17A1,2,2,2,0,1,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
FANCI,2,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
LAMA2,18,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
LAMC3,2,2,2,0,1,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
MMUT,2,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
PDE6B,2,2,2,1,0,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
SMPD1,3,2,2,0,1,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
GAA,13,4,4,0,0,0,1.0,0.0,0.1,permissive_or_founder_prone
NBN,15,4,4,1,1,0,1.0,0.25,0.1,permissive_or_founder_prone
